price,trim,isOneOwner,mileage,year,color,displacement,fuel,region
32.988,550,f,40.505,2007,Black,5.5,Gasoline,SoA
33.988,550,f,79.189,2007,Black,5.5,Gasoline,Pac
37.998,550,f,80.095,2009,White,5.5,Gasoline,Pac
32.995,550,t,38.685,2007,Blue,5.5,Gasoline,WSC
28.999,550,f,49.784,2007,Black,5.5,Gasoline,SoA
24.995,550,f,131.75,2007,Silver,5.5,Gasoline,Pac
27.999,550,f,69.912,2007,Gray,5.5,Gasoline,SoA
23.7,550,f,78.041,2007,Silver,5.5,Gasoline,Pac
32.995,550,f,81.111,2008,Black,5.5,Gasoline,WSC
37.961,550,f,84.232,2008,Black,5.5,Gasoline,SoA
32.989,600,f,109.346,2009,Blue,5.5,Gasoline,SoA
36.99,63 AMG,t,52.596,2008,Silver,6.3,Gasoline,SoA
54.995,63 AMG,f,60.529,2009,Black,6.3,Gasoline,Mid
37.5,63 AMG,f,56.424,2008,White,6.3,Gasoline,Mtn
38.99,63 AMG,f,95.142,2008,Black,6.3,Gasoline,SoA
45.995,63 AMG,f,48.628,2009,White,6.3,Gasoline,ENC
59.995,63 AMG,f,36.621,2008,White,6.3,Gasoline,Pac
58.995,63 AMG,t,30.287,2008,Black,6.3,Gasoline,SoA
41.999,63 AMG,f,73.743,2008,Blue,6.3,Gasoline,SoA
54.45,65 AMG,f,74.676,2008,White,6.0,Gasoline,Pac
44.988,550,f,32.879,2010,Black,5.5,Gasoline,SoA
46.995,550,f,20.164,2010,Silver,5.5,Gasoline,Pac
37.495,550,f,61.73,2011,Gray,5.5,Gasoline,SoA
57.795,550,f,15.198,2011,Gray,5.5,Gasoline,SoA
49.987,550,f,28.618,2010,White,5.5,Gasoline,Pac
43.888,550,f,56.021,2011,Gray,5.5,Gasoline,Pac
56.995,550,f,17.693,2011,Silver,5.5,Gasoline,WSC
44.995,550,f,30.244,2010,White,5.5,Gasoline,Pac
55.75,550,t,19.348,2011,White,5.5,Gasoline,Mid
57.9,550,f,9.751,2010,Blue,5.5,Gasoline,ESC
37.998,550,t,74.484,2010,White,5.5,Gasoline,SoA
49.995,550,t,32.01,2011,Black,5.5,Gasoline,Pac
50.9,550,f,23.489,2010,Gray,5.5,Gasoline,SoA
59.988,550,f,10.944,2011,Black,5.5,Gasoline,Pac
53.991,550,f,43.409,2011,Black,5.5,Gasoline,Pac
42.49,550,f,41.8,2011,White,5.5,Gasoline,SoA
44.982,550,f,30.943,2010,White,5.5,Gasoline,SoA
55.995,550,f,16.781,2012,Black,4.6,Gasoline,WSC
61.0,550,f,18.694,2013,Black,4.6,Gasoline,Mtn
59.999,550,f,29.704,2012,Black,4.6,Gasoline,SoA
52.95,550,t,27.585,2012,Black,4.6,Gasoline,WSC
58.877,550,f,27.589,2012,Black,4.6,Gasoline,SoA
59.45,550,t,25.792,2012,Black,4.6,Gasoline,WSC
49.999,550,f,32.002,2012,Black,4.6,Gasoline,SoA
70.9,550,f,15.202,2013,White,4.6,Gasoline,WSC
62.988,550,f,14.735,2012,Black,4.6,Gasoline,SoA
64.9,550,f,15.002,2012,Black,4.6,Gasoline,SoA
45.917,550,f,47.476,2013,Silver,4.6,Gasoline,SoA
61.994,550,t,26.751,2013,Gray,4.6,Gasoline,WSC
68.888,550,t,20.418,2013,White,4.6,Gasoline,ESC
52.999,550,f,12.433,2013,other,4.6,Gasoline,SoA
51.9,550,t,12.171,2012,White,4.6,Gasoline,Mtn
65.5,550,f,10.334,2012,Blue,4.6,Gasoline,WSC
45.888,63 AMG,f,82.778,2010,Silver,6.3,Gasoline,WNC
71.991,63 AMG,f,26.461,2010,Silver,6.3,Gasoline,WSC
29.694,550,f,75.255,2007,Silver,5.5,Gasoline,ENC
23.995,550,f,102.043,2007,Black,5.5,Gasoline,SoA
27.995,550,f,84.196,2007,Gray,5.5,Gasoline,SoA
29.999,550,t,64.786,2009,Black,5.5,Gasoline,SoA
31.921,550,f,74.548,2009,White,5.5,Gasoline,Mid
26.995,550,t,65.059,2007,Gray,5.5,Gasoline,New
28.5,550,f,80.335,2008,Black,5.5,Gasoline,ESC
23.495,550,f,106.537,2008,Blue,5.5,Gasoline,New
42.995,550,f,44.31,2007,White,5.5,Gasoline,ENC
39.9,550,f,39.967,2009,White,5.5,Gasoline,SoA
30.95,550,f,57.095,2007,Black,5.5,Gasoline,ENC
25.6,550,f,81.492,2007,Black,5.5,Gasoline,SoA
29.99,550,t,87.712,2008,Blue,5.5,Gasoline,ENC
38.0,550,f,33.0,2009,Blue,5.5,Gasoline,ENC
27.875,550,f,62.468,2007,Blue,5.5,Gasoline,New
31.895,550,f,68.132,2008,Silver,5.5,Gasoline,Mid
27.693,550,f,71.81,2007,Black,5.5,Gasoline,Mid
25.795,550,t,62.775,2008,other,5.5,Gasoline,Mid
23.849,550,f,104.103,2008,Black,5.5,Gasoline,Mid
37.5,550,f,41.656,2009,Gray,5.5,Gasoline,SoA
19.45,550,f,133.395,2008,Gray,5.5,Gasoline,WNC
33.991,550,f,53.025,2008,Silver,5.5,Gasoline,ENC
25.99,550,f,86.834,2008,Black,5.5,Gasoline,ENC
28.991,550,f,87.121,2007,Gray,5.5,Gasoline,Mtn
22.9,550,f,99.644,2007,Black,5.5,Gasoline,Mid
39.85,550,t,36.747,2008,Gray,5.5,Gasoline,Mid
49.995,550,f,45.95,2009,Black,5.5,Gasoline,ENC
38.989,550,f,57.266,2009,other,5.5,Gasoline,SoA
22.99,550,f,118.247,2007,Black,5.5,Gasoline,ENC
55.993,350,f,25.159,2012,Black,3.0,Diesel,ENC
50.985,350,f,32.952,2012,Blue,3.0,Diesel,ENC
70.77,350,t,13.28,2012,Black,3.0,Diesel,SoA
54.556,350,f,21.101,2013,Gray,3.0,Diesel,WSC
47.995,550,f,49.287,2010,Black,5.5,Gasoline,WSC
32.995,550,f,71.187,2010,Silver,5.5,Gasoline,Mid
40.788,550,f,46.968,2011,Black,5.5,Gasoline,WSC
57.108,550,t,23.202,2010,White,5.5,Gasoline,Mtn
39.995,550,t,40.688,2010,Black,5.5,Gasoline,Mid
45.998,550,f,31.668,2011,Black,5.5,Gasoline,WSC
46.99,550,f,24.008,2011,Black,5.5,Gasoline,Mid
54.992,550,f,33.727,2011,White,5.5,Gasoline,New
48.5,550,f,41.388,2011,Black,5.5,Gasoline,ENC
36.999,550,f,39.251,2010,Silver,5.5,Gasoline,SoA
42.9,550,f,42.776,2011,Black,5.5,Gasoline,ESC
56.985,550,t,20.26,2010,Silver,5.5,Gasoline,ENC
39.999,550,t,25.955,2012,Silver,4.6,Gasoline,SoA
55.999,550,t,19.183,2012,White,4.6,Gasoline,SoA
59.992,550,t,30.909,2012,Black,4.6,Gasoline,Mid
68.971,550,f,23.801,2012,White,4.6,Gasoline,SoA
59.85,550,t,25.01,2013,Blue,4.6,Gasoline,WSC
47.75,550,f,23.67,2012,Black,4.6,Gasoline,SoA
53.898,550,f,16.729,2013,Silver,4.6,Gasoline,New
47.9,550,f,30.702,2012,Black,4.6,Gasoline,New
53.999,550,t,27.344,2013,Blue,4.6,Gasoline,SoA
48.999,550,f,18.146,2013,Black,4.6,Gasoline,SoA
42.995,550,t,18.044,2012,Blue,4.6,Gasoline,Mid
70.991,550,f,12.926,2012,Black,4.6,Gasoline,ENC
68.991,550,t,12.759,2013,Black,4.6,Gasoline,Mtn
50.477,550,f,45.428,2012,Black,4.6,Gasoline,ENC
48.888,550,f,31.115,2012,Black,4.6,Gasoline,WSC
69.5,550,f,30.562,2012,Silver,4.6,Gasoline,SoA
53.9,550,f,29.404,2012,Black,4.6,Gasoline,Mid
41.993,400,f,28.447,2010,Blue,3.5,Hybrid,WSC
39.997,400,f,43.78,2010,Gray,3.5,Hybrid,Pac
3.999,320,f,212.407,1997,Black,3.2,Gasoline,WSC
3.995,320,f,115.088,1996,Blue,3.2,Gasoline,WNC
8.95,320,f,40.561,1998,Silver,3.2,Gasoline,ENC
3.9,320,f,139.576,1999,other,3.2,Gasoline,Pac
5.95,320,f,100.381,1999,Blue,3.2,Gasoline,Mid
3.995,420,f,114.609,1995,Gray,4.2,Gasoline,ENC
5.991,420,f,120.0,1995,Blue,4.2,Gasoline,Pac
4.995,420,f,181.361,1995,Gray,4.2,Gasoline,Pac
6.9,420,f,126.604,1997,White,4.2,Gasoline,Pac
6.5,420,f,111.584,1998,Blue,4.2,Gasoline,Pac
3.999,500,f,105.0,1995,Silver,5.0,Gasoline,SoA
2.995,500,f,119.299,1997,Black,5.0,Gasoline,WSC
5.751,500,f,78.415,1998,Silver,5.0,Gasoline,SoA
5.981,500,f,151.214,1999,Black,5.0,Gasoline,ESC
7.9,500,f,106.025,1999,Black,5.0,Gasoline,Mid
4.49,500,f,127.33,1997,Black,5.0,Gasoline,WSC
6.99,500,f,82.546,1996,Silver,5.0,Gasoline,Pac
16.988,350,t,98.665,2006,Silver,3.7,Gasoline,Pac
11.999,350,t,104.175,2006,White,3.7,Gasoline,Pac
12.995,350,f,101.985,2006,Silver,3.7,Gasoline,Pac
4.9,430,f,172.513,2001,Gray,4.3,Gasoline,New
9.9,430,f,93.212,2002,Silver,4.3,Gasoline,New
7.5,430,f,140.698,2002,Gray,4.3,Gasoline,ENC
8.974,430,f,163.648,2004,Silver,4.3,Gasoline,Pac
3.951,430,f,160.477,2000,Blue,4.3,Gasoline,ESC
3.99,430,f,210.061,2001,Silver,4.3,Gasoline,SoA
10.0,430,f,103.482,2003,Gray,4.3,Gasoline,SoA
14.991,430,t,49.365,2004,Silver,4.3,Gasoline,SoA
14.995,430,f,98.865,2006,White,4.3,Gasoline,Pac
6.995,430,f,131.88,2000,Silver,4.3,Gasoline,SoA
9.999,430,f,133.402,2003,Black,4.3,Gasoline,Pac
14.95,430,f,80.425,2005,Blue,4.3,Gasoline,WSC
10.995,430,f,107.132,2002,White,4.3,Gasoline,SoA
7.995,430,f,117.628,2002,other,4.3,Gasoline,WNC
8.991,430,f,85.501,2002,Silver,4.3,Gasoline,Mtn
6.995,430,t,122.022,2000,other,4.3,Gasoline,SoA
11.995,430,f,71.9,2003,Silver,4.3,Gasoline,WSC
11.981,430,f,120.487,2005,other,4.3,Gasoline,Pac
4.0,430,f,103.825,2006,Silver,4.3,Gasoline,WSC
7.999,430,f,128.897,2000,Blue,4.3,Gasoline,Pac
9.475,430,f,97.724,2001,Silver,4.3,Gasoline,SoA
10.995,430,f,103.242,2003,Blue,4.3,Gasoline,Pac
8.499,430,f,93.525,2003,Silver,4.3,Gasoline,SoA
14.995,430,f,100.539,2006,White,4.3,Gasoline,WSC
14.995,430,f,62.091,2003,Blue,4.3,Gasoline,Pac
7.995,430,f,155.777,2002,White,4.3,Gasoline,WSC
7.957,430,f,139.887,2003,Silver,4.3,Gasoline,SoA
5.495,430,f,185.115,2003,Black,4.3,Gasoline,WSC
12.49,430,f,98.779,2004,Gray,4.3,Gasoline,Pac
13.959,430,f,91.125,2006,Gray,4.3,Gasoline,Mid
14.495,430,t,83.417,2006,Silver,4.3,Gasoline,SoA
8.995,430,f,121.31,2003,Black,4.3,Gasoline,Pac
13.999,55 AMG,f,121.456,2001,Black,5.4,Gasoline,Pac
18.989,55 AMG,f,88.029,2003,Black,5.4,Gasoline,Mtn
13.5,55 AMG,f,101.861,2003,Black,5.4,Gasoline,SoA
15.988,55 AMG,f,69.716,2003,Black,5.4,Gasoline,SoA
19.988,55 AMG,f,106.061,2005,Gray,5.4,Gasoline,SoA
13.999,55 AMG,f,124.0,2003,Black,5.4,Gasoline,SoA
6.9,500,f,190.596,2001,Black,5.0,Gasoline,Mtn
16.595,500,f,110.026,2006,other,5.0,Gasoline,Pac
19.995,500,f,89.41,2006,Black,5.0,Gasoline,ENC
11.977,500,t,101.521,2006,other,5.0,Gasoline,SoA
8.995,500,f,104.975,2000,Black,5.0,Gasoline,SoA
14.5,500,f,97.388,2006,Black,5.0,Gasoline,SoA
5.99,500,f,190.748,2000,Black,5.0,Gasoline,SoA
11.0,500,t,70.031,2001,Silver,5.0,Gasoline,Pac
7.99,500,f,85.071,2001,other,5.0,Gasoline,Mtn
9.995,500,f,111.292,2004,Silver,5.0,Gasoline,Pac
15.991,500,f,103.614,2005,Silver,5.0,Gasoline,Pac
10.995,500,f,83.851,2000,Black,5.0,Gasoline,SoA
6.995,500,f,130.285,2001,Silver,5.0,Gasoline,SoA
6.199,500,f,137.211,2003,Gray,5.0,Gasoline,ENC
10.988,500,f,127.37,2003,Silver,5.0,Gasoline,Mtn
6.993,500,f,139.84,2000,Silver,5.0,Gasoline,Mtn
10.995,500,f,85.993,2001,Silver,5.0,Gasoline,WSC
7.995,500,f,116.782,2001,Black,5.0,Gasoline,ENC
12.995,500,f,81.612,2001,Black,5.0,Gasoline,SoA
7.999,500,f,129.779,2002,Black,5.0,Gasoline,SoA
9.4,500,f,94.427,2004,other,5.0,Gasoline,WSC
10.995,500,f,90.793,2000,Silver,5.0,Gasoline,SoA
9.0,500,f,85.7,2001,Black,5.0,Gasoline,SoA
9.995,500,f,128.546,2001,Blue,5.0,Gasoline,SoA
7.999,500,f,169.369,2000,Blue,5.0,Gasoline,SoA
9.955,500,f,66.985,2000,Blue,5.0,Gasoline,SoA
11.244,500,f,110.285,2005,Gray,5.0,Gasoline,ENC
11.5,500,f,143.5,2006,Black,5.0,Gasoline,WSC
5.986,500,f,177.67,2000,Black,5.0,Gasoline,ESC
22.0,600,f,71.353,2004,White,5.5,Gasoline,WSC
13.395,600,f,94.591,2003,Silver,5.5,Gasoline,SoA
11.998,600,f,134.779,2005,Blue,5.5,Gasoline,Pac
22.899,600,f,77.8,2006,Black,5.5,Gasoline,SoA
9.995,600,f,117.095,2003,Black,5.5,Gasoline,ENC
13.995,600,f,102.25,2002,Silver,5.8,Gasoline,Mtn
13.891,600,f,61.087,2001,Silver,5.8,Gasoline,SoA
18.995,430,f,55.701,2006,Blue,4.3,Gasoline,New
9.995,430,f,118.158,2004,White,4.3,Gasoline,Mid
11.995,430,f,99.13,2004,Black,4.3,Gasoline,Mid
12.5,430,f,89.0,2004,Silver,4.3,Gasoline,WSC
6.995,430,f,164.855,2004,Silver,4.3,Gasoline,Mtn
15.995,430,f,71.798,2006,Black,4.3,Gasoline,New
8.95,430,f,123.288,2004,Black,4.3,Gasoline,WSC
11.65,430,f,107.533,2006,Black,4.3,Gasoline,SoA
11.995,430,f,101.008,2004,Silver,4.3,Gasoline,ENC
12.997,430,t,105.784,2006,Gray,4.3,Gasoline,SoA
12.999,500,f,60.826,2003,Blue,5.0,Gasoline,ENC
14.995,500,t,74.488,2005,Black,5.0,Gasoline,ENC
10.8,500,f,106.586,2004,Silver,5.0,Gasoline,ENC
12.975,500,f,94.819,2004,Silver,5.0,Gasoline,Mtn
12.993,500,f,125.54,2005,Black,5.0,Gasoline,ENC
24.999,550,f,71.614,2007,Blue,5.5,Gasoline,Mtn
35.85,550,f,71.258,2009,Black,5.5,Gasoline,WSC
21.878,550,f,83.609,2007,White,5.5,Gasoline,ENC
26.594,550,f,98.01,2008,Gray,5.5,Gasoline,Pac
30.995,550,f,75.635,2009,Gray,5.5,Gasoline,Pac
26.0,550,f,97.148,2007,Black,5.5,Gasoline,WSC
27.9,550,f,76.495,2007,Silver,5.5,Gasoline,SoA
36.99,550,f,67.145,2007,Black,5.5,Gasoline,SoA
18.0,550,f,120.07,2007,Black,5.5,Gasoline,ESC
31.995,550,f,88.177,2008,Silver,5.5,Gasoline,ESC
39.8,550,f,53.697,2008,Black,5.5,Gasoline,ESC
38.9,550,t,33.902,2008,Gray,5.5,Gasoline,SoA
22.311,550,f,88.962,2008,Black,5.5,Gasoline,SoA
33.9,550,f,53.53,2009,White,5.5,Gasoline,SoA
34.995,550,f,60.689,2008,White,5.5,Gasoline,Pac
39.998,550,f,47.713,2009,White,5.5,Gasoline,WSC
33.9,550,f,36.169,2007,Black,5.5,Gasoline,Pac
29.9,550,t,74.828,2007,Black,5.5,Gasoline,ESC
18.499,550,f,128.503,2007,Black,5.5,Gasoline,Mid
25.5,550,f,65.919,2007,Gray,5.5,Gasoline,Pac
28.964,550,f,76.052,2007,Silver,5.5,Gasoline,SoA
29.991,550,f,64.451,2008,Black,5.5,Gasoline,Pac
31.85,550,f,50.491,2008,Silver,5.5,Gasoline,WSC
33.991,550,f,53.996,2009,Silver,5.5,Gasoline,WNC
13.95,550,f,191.822,2007,Silver,5.5,Gasoline,ESC
24.995,550,f,106.114,2007,White,5.5,Gasoline,Mid
25.9,550,f,99.191,2007,White,5.5,Gasoline,Pac
27.995,550,t,52.936,2007,Black,5.5,Gasoline,Mtn
34.991,550,f,70.213,2008,Black,5.5,Gasoline,WSC
38.888,550,f,49.557,2008,White,5.5,Gasoline,Pac
27.99,550,f,67.628,2007,Gray,5.5,Gasoline,WSC
27.2,550,f,77.683,2007,Black,5.5,Gasoline,WSC
36.99,550,f,26.557,2008,Silver,5.5,Gasoline,SoA
27.595,550,f,75.898,2007,Silver,5.5,Gasoline,SoA
25.877,550,f,81.145,2007,Silver,5.5,Gasoline,SoA
36.988,550,f,34.919,2008,Gray,5.5,Gasoline,WSC
28.8,550,f,62.147,2008,Black,5.5,Gasoline,SoA
19.998,550,f,110.457,2007,Silver,5.5,Gasoline,SoA
23.98,550,f,79.09,2007,Black,5.5,Gasoline,WSC
20.995,550,f,99.645,2007,Silver,5.5,Gasoline,ENC
11.925,550,f,315.34,2007,Black,5.5,Gasoline,New
28.988,550,t,67.688,2007,Gray,5.5,Gasoline,Pac
27.999,550,f,96.02,2008,White,5.5,Gasoline,ESC
20.995,550,f,133.722,2008,Silver,5.5,Gasoline,Pac
34.99,550,f,43.075,2008,Black,5.5,Gasoline,SoA
32.991,600,f,64.37,2007,Black,5.5,Gasoline,Pac
48.995,63 AMG,f,34.514,2009,Black,6.3,Gasoline,SoA
51.475,63 AMG,f,37.86,2009,Silver,6.3,Gasoline,Mtn
34.991,63 AMG,f,104.022,2009,Gray,6.3,Gasoline,WSC
39.991,63 AMG,t,72.712,2008,Blue,6.3,Gasoline,Pac
47.988,63 AMG,f,48.665,2009,Blue,6.3,Gasoline,SoA
42.888,65 AMG,f,87.945,2007,Gray,6.0,Gasoline,Pac
35.0,65 AMG,f,93.21,2007,Black,6.0,Gasoline,SoA
55.999,550,f,17.0,2011,White,5.5,Gasoline,Mid
42.492,550,f,45.0,2011,White,5.5,Gasoline,Pac
44.9,550,f,21.698,2010,Black,5.5,Gasoline,SoA
52.988,550,f,42.763,2011,Gray,5.5,Gasoline,Pac
38.495,550,t,23.458,2011,Gray,5.5,Gasoline,Pac
39.95,550,f,34.002,2010,Black,5.5,Gasoline,Mtn
48.995,550,f,29.152,2011,Black,5.5,Gasoline,Pac
38.888,550,f,81.2,2011,Black,5.5,Gasoline,WSC
30.0,550,t,31.2,2010,Blue,5.5,Gasoline,New
48.5,550,f,48.778,2011,Silver,5.5,Gasoline,Mtn
51.495,550,f,26.495,2011,Black,5.5,Gasoline,WSC
44.994,550,f,67.676,2010,White,5.5,Gasoline,WSC
33.991,550,t,69.828,2010,Black,5.5,Gasoline,WSC
49.995,550,f,17.027,2010,Black,5.5,Gasoline,WSC
40.999,550,t,29.295,2012,Blue,4.6,Gasoline,SoA
59.8,550,f,31.109,2013,White,4.6,Gasoline,Mtn
66.995,550,f,11.69,2013,Black,4.6,Gasoline,SoA
55.888,550,f,31.389,2012,Silver,4.6,Gasoline,ESC
63.995,550,t,24.101,2013,Black,4.6,Gasoline,WSC
45.899,550,f,41.818,2012,Silver,4.6,Gasoline,WSC
49.995,550,t,23.594,2012,Silver,4.6,Gasoline,Pac
69.888,550,f,17.242,2013,Blue,4.6,Gasoline,Mtn
68.995,550,f,14.949,2013,White,4.6,Gasoline,SoA
55.995,550,f,19.35,2012,Black,4.6,Gasoline,WSC
68.99,550,f,31.061,2013,Silver,4.6,Gasoline,WSC
63.99,63 AMG,t,38.542,2011,Black,5.5,Gasoline,SoA
27.95,550,f,32.016,2007,Blue,5.5,Gasoline,Pac
28.5,550,f,64.334,2007,Black,5.5,Gasoline,SoA
29.995,550,f,73.075,2007,Black,5.5,Gasoline,New
27.985,550,f,75.326,2008,Black,5.5,Gasoline,ENC
24.477,550,f,93.46,2008,Blue,5.5,Gasoline,SoA
40.9,550,f,38.789,2009,White,5.5,Gasoline,ESC
29.992,550,t,91.115,2009,Blue,5.5,Gasoline,ENC
25.966,550,f,55.867,2007,Silver,5.5,Gasoline,SoA
26.875,550,f,76.354,2008,Blue,5.5,Gasoline,ESC
27.988,550,f,49.591,2007,Gray,5.5,Gasoline,ENC
24.98,550,f,72.518,2008,Blue,5.5,Gasoline,New
26.995,550,f,89.995,2008,Blue,5.5,Gasoline,WSC
33.995,550,f,92.84,2008,Gray,5.5,Gasoline,Mid
28.0,550,f,36.2,2009,Blue,5.5,Gasoline,New
34.933,550,f,64.89,2008,White,5.5,Gasoline,Mid
26.677,550,f,89.312,2009,Black,5.5,Gasoline,SoA
34.988,550,f,65.53,2009,White,5.5,Gasoline,Mid
31.995,550,f,68.471,2009,Black,5.5,Gasoline,SoA
30.99,550,f,55.779,2008,Black,5.5,Gasoline,ESC
33.991,550,f,65.938,2008,Silver,5.5,Gasoline,Mid
24.977,550,f,106.752,2008,Gray,5.5,Gasoline,SoA
38.991,550,f,53.699,2009,Black,5.5,Gasoline,ENC
20.95,550,f,108.168,2007,Silver,5.5,Gasoline,WNC
25.995,550,f,45.1,2007,Gray,5.5,Gasoline,Mid
31.9,550,f,64.249,2008,Silver,5.5,Gasoline,Mid
40.995,550,f,36.3,2009,Black,5.5,Gasoline,Mid
27.14,550,f,69.0,2007,Black,5.5,Gasoline,SoA
27.834,550,f,83.029,2007,Black,5.5,Gasoline,ENC
25.988,550,f,83.886,2007,Black,5.5,Gasoline,SoA
35.985,550,f,53.459,2008,Black,5.5,Gasoline,ENC
33.799,550,f,69.045,2009,Black,5.5,Gasoline,ENC
45.95,350,f,68.547,2012,Silver,3.0,Diesel,SoA
40.9,550,f,34.28,2011,Gray,5.5,Gasoline,ENC
52.991,550,f,35.375,2011,Black,5.5,Gasoline,ENC
47.989,550,f,44.766,2011,Silver,5.5,Gasoline,Mid
49.995,550,f,25.535,2011,Black,5.5,Gasoline,SoA
43.9,550,f,66.509,2011,Silver,5.5,Gasoline,ESC
49.995,550,f,49.9,2010,Blue,5.5,Gasoline,WSC
39.995,550,f,59.999,2011,Blue,5.5,Gasoline,SoA
43.9,550,f,42.352,2010,Black,5.5,Gasoline,New
33.995,550,t,43.527,2010,Gray,5.5,Gasoline,Mid
46.986,550,t,29.266,2011,Black,5.5,Gasoline,SoA
35.899,550,f,75.85,2010,Gray,5.5,Gasoline,Mid
46.0,550,f,26.342,2011,Black,5.5,Gasoline,Mid
42.998,550,t,38.855,2011,White,5.5,Gasoline,WSC
41.99,550,t,43.439,2011,White,5.5,Gasoline,SoA
56.877,550,t,40.2,2011,Black,5.5,Gasoline,SoA
45.0,550,f,39.258,2011,Black,5.5,Gasoline,Mid
59.99,550,f,28.246,2012,White,4.6,Gasoline,SoA
57.994,550,f,31.127,2012,Black,4.6,Gasoline,SoA
64.99,550,f,33.17,2012,Silver,4.6,Gasoline,SoA
55.99,550,t,32.13,2013,Black,4.6,Gasoline,ESC
73.994,550,t,25.818,2013,Black,4.6,Gasoline,ENC
44.95,550,f,39.551,2012,Blue,4.6,Gasoline,ESC
47.795,550,f,39.0,2012,Black,4.6,Gasoline,Mid
58.75,550,f,25.472,2013,Black,4.6,Gasoline,ESC
56.88,550,f,15.521,2012,Black,4.6,Gasoline,ESC
63.99,550,f,21.863,2012,White,4.6,Gasoline,WSC
44.995,550,f,20.275,2012,Black,4.6,Gasoline,SoA
63.955,550,f,40.059,2012,Black,4.6,Gasoline,ENC
48.25,550,t,37.85,2012,White,4.6,Gasoline,WSC
49.999,550,f,38.866,2013,Silver,4.6,Gasoline,SoA
59.8,550,t,19.636,2012,other,4.6,Gasoline,ENC
44.991,550,f,48.487,2012,Black,4.6,Gasoline,SoA
39.85,400,f,26.19,2010,Black,3.5,Hybrid,SoA
37.88,400,f,44.939,2010,Black,3.5,Hybrid,ENC
45.9,400,f,19.436,2011,Silver,3.5,Hybrid,Pac
53.8,400,t,24.0,2010,Silver,3.5,Hybrid,Mid
32.852,400,f,57.637,2010,Blue,3.5,Hybrid,SoA
4.499,320,f,133.06,1997,other,3.2,Gasoline,SoA
3.995,320,f,149.001,1997,Blue,3.2,Gasoline,WSC
7.99,320,f,146.646,1999,Black,3.2,Gasoline,SoA
4.995,320,f,142.635,1999,other,3.2,Gasoline,SoA
6.995,420,f,107.249,1999,Silver,4.2,Gasoline,Mid
4.998,420,f,153.339,1999,Silver,4.2,Gasoline,Pac
6.495,420,f,119.805,1999,Gray,4.2,Gasoline,Pac
8.995,500,f,78.005,1999,Silver,5.0,Gasoline,ENC
5.99,500,f,163.301,1999,White,5.0,Gasoline,Pac
5.5,600,f,130.023,1997,Black,6.0,Gasoline,SoA
14.532,350,f,76.426,2006,Silver,3.7,Gasoline,Mtn
13.488,350,t,90.994,2006,Silver,3.7,Gasoline,Pac
9.99,430,f,114.626,2005,Black,4.3,Gasoline,Mid
8.499,430,f,105.599,2001,Black,4.3,Gasoline,Pac
9.4,430,f,102.245,2004,White,4.3,Gasoline,Pac
9.995,430,f,96.03,2004,Gray,4.3,Gasoline,Mid
14.99,430,f,41.023,2000,Black,4.3,Gasoline,SoA
8.999,430,f,101.482,2001,Silver,4.3,Gasoline,ENC
7.995,430,f,173.285,2001,Silver,4.3,Gasoline,SoA
15.9,430,f,56.563,2002,Silver,4.3,Gasoline,SoA
10.995,430,f,95.684,2003,Silver,4.3,Gasoline,Pac
10.8,430,f,157.075,2005,Silver,4.3,Gasoline,ESC
7.997,430,f,105.045,2001,other,4.3,Gasoline,ESC
9.999,430,f,146.0,2001,Black,4.3,Gasoline,Pac
8.0,430,f,123.872,2001,Silver,4.3,Gasoline,WSC
9.989,430,f,116.395,2003,Silver,4.3,Gasoline,Pac
10.441,430,f,98.747,2004,Silver,4.3,Gasoline,Pac
14.995,430,t,57.952,2004,Blue,4.3,Gasoline,SoA
6.999,430,f,150.455,2000,Silver,4.3,Gasoline,Mtn
6.0,430,f,168.564,2001,Black,4.3,Gasoline,WSC
15.799,430,f,66.258,2002,Black,4.3,Gasoline,ENC
9.981,430,f,82.932,2002,other,4.3,Gasoline,WSC
7.999,430,f,125.6,2004,Black,4.3,Gasoline,Mtn
12.986,430,f,78.078,2005,Black,4.3,Gasoline,Pac
7.45,430,f,106.587,2000,Black,4.3,Gasoline,Pac
8.995,430,f,88.367,2002,Silver,4.3,Gasoline,Mid
13.99,430,f,37.544,2002,Silver,4.3,Gasoline,SoA
19.79,430,f,48.076,2006,Gray,4.3,Gasoline,SoA
6.95,430,t,144.616,2001,Silver,4.3,Gasoline,Pac
12.997,430,f,65.009,2003,Silver,4.3,Gasoline,ESC
12.995,430,f,101.4,2004,Silver,4.3,Gasoline,SoA
11.982,430,f,129.565,2006,Blue,4.3,Gasoline,Pac
6.5,430,f,103.672,2000,Blue,4.3,Gasoline,WSC
12.994,430,f,78.126,2003,Black,4.3,Gasoline,Pac
4.995,430,f,131.853,2000,White,4.3,Gasoline,ENC
5.981,430,f,145.903,2000,Silver,4.3,Gasoline,WNC
11.995,55 AMG,f,116.104,2002,Blue,5.4,Gasoline,ENC
16.95,55 AMG,f,65.107,2003,Black,5.4,Gasoline,Pac
16.988,55 AMG,f,88.455,2004,Silver,5.4,Gasoline,Mtn
22.995,55 AMG,f,49.378,2003,Black,5.4,Gasoline,New
8.495,500,f,144.0,2000,Silver,5.0,Gasoline,Mid
8.99,500,t,103.172,2000,other,5.0,Gasoline,Mid
11.25,500,f,167.418,2001,Black,5.0,Gasoline,WSC
